,Course ID,Course Title,Course Description,University,Location,Course Title Stripped,Minor Cluster,Minor Cluster Name,Major Cluster,Major Cluster Name,Course Description Stripped
683,COMPSCI 590B,Detecting Interference in Networks,"This course will cover topics related to the broad issue of detecting and measuring network interference. This will include topics such as traffic differentiation, network neutrality, surveillance, and blocking/censorship of content. The course will focus on network measurement tools and techniques in the context of detecting and observing manipulations and interference with network traffic. When relevant, historical and ethical/legal context will be discussed in relation to these topics. This course counts as a CS Elective toward the CS major (BS/BA) as well as an Any 2 Menu for BS subplans: SECURPRV, NETWORK, SOFTSYS.",University of Massachusetts--Amherst,"Amherst, Massachusetts","interference, network",11,,,,"course, topic, issue, network, interference, topic, traffic, differentiation, network, neutrality, surveillance, blocking/censorship, content, course, network, measurement, tool, technique, context, manipulation, interference, network, traffic, context, relation, topic, course, c, c, bs/ba, menu, b, subplans, securprv, network, softsys"
684,COMPSCI 590F,Digital Forensics,"This course introduces students to the principal activities and state-of-the-art techniques involved in developing digital forensics systems. Topics covered may include: advanced file carving and reconstruction, forensic analysis of modern filesystems, network forensics, mobile device forensics, memory forensics, and anti-forensics. ",University of Massachusetts--Amherst,"Amherst, Massachusetts","digital, forensics",11,,,,"course, student, activity, technique, forensics, system, topic, file, carving, reconstruction, analysis, filesystems, network, forensics, device, forensics, memory, forensics, anti-forensics"
685,ECE 268,Hardware Embedded Systems,"The course gives an overview of areas of security and protection of modern hardware, embedded systems, and IoTs. Covers essential cryptographic methodologies and blocks required for building a secure system. Topics include low overhead security, physical and side-channel attacks, physical security primitives, physical security and proofs of presence, hardware-based secure program execution, scalable implementation of secure functions, emerging technologies, and rising threats. Recommended preparation: Programming in a standard programming language. Undergraduate level knowledge of the IC design flow and digital designs.",UCSD,"San Diego, California","hardware, system",7,Software,5,Computer Science,"course, overview, area, security, protection, hardware, system, iots, cover, methodology, block, secure, system, topic, security, attack, security, primitive, security, proof, presence, secure, program, execution, implementation, secure, function, technology, threat, preparation, programming, programming, language, level, knowledge, ic, design, flow, design"
686,STA 517,Categorical Data Analysis,"This course provides students with useful methods for analyzing categorical data. Topics: Cross-classification tables, tests for independence, log-linear models, Poisson regression, ordinal logistic regression, and multinomial regression for the logistic model.",University at Buffalo,"Buffalo, New York",categorical,11,,,,"course, student, method, data, topic, cross-classification, table, test, independence, model, regression, regression, regression, model"
687,GOVT-641,The Politics of Mass Communication,"Effects of mass communication on all levels of political life in modern societies; including socialization, participation, information, and opinion. Analysis of the relationship between mass communication and politics within a comparative context, i.e., societies with differing media structures (predominantly commercial, public, or state systems).",American,"Washington, DC","politics, mass, communication",1,Business,1,Topics,"effect, mass, communication, level, life, society, socialization, participation, information, opinion, analysis, relationship, mass, communication, politics, context, society, medium, structure, state, system"
688,ECON-665,Project Evaluation in Developing Countries,"Primarily for graduate students interested in working with international development organizations, this course is an overview of quantitative approaches used to evaluate planned, on-going, or completed projects and programs in developing countries. Usually Offered: spring. Prerequisite:",American,"Washington, DC","project, evaluation, country",11,,,,"student, development, organization, course, overview, approach, project, program, country, spring, prerequisite"
689,DATA 500,Introduction to Analytics,"The course provides an overall introduction to the field of data analytics. Since data analytics involves concepts in analytic methods, programming tools, data retrieval and management, and applications in various domains, the course will provide concepts in these areas along with assignments that will allow students to learn how to make data-driven decisions. Ethical issues that shape data science activity (such as security, privacy, governance) in human contexts will also be covered.",Binghamton,"Binghamton, New York",analytics,1,Business,1,Topics,"course, introduction, field, data, analytics, data, analytics, concept, method, programming, tool, data, retrieval, management, application, domain, course, concept, area, assignment, student, decision, issue, shape, data, science, activity, security, privacy, governance, context"
690,MATH 535,StatisticalLearning&DataMining,"Regression and Logistic Regression, Lasso and Related Methods, Support Vector Machines and Large Margin Classifiers, Kernel Methodology, Principal Components (SVD) and Variations, Multidimensional Scaling and Isomap, Nonnegative Matrix Factorization, Boosting, Random Forests and Ensemble Methods, Bagging, Graphical Models, Cross-Validation, Bootstrap. Co/Prerequisite: Math 531 or 555. 4 cr. Levels: Graduate, Undergraduate",Binghamton,"Binghamton, New York",,11,,,,"regression, regression, lasso, method, support, vector, machine, margin, classifier, kernel, methodology, component, svd, variation, scaling, isomap, matrix, factorization, forest, method, bagging, model, cross-validation, bootstrap, co/prerequisite, math, cr, level, graduate, undergraduate"
691,STAT 230,Analysis of Variance,"Scientific method, statistical thinking, sources of variation, completely randomized design, ANOVA, power and sample size considerations, multiple testing, randomized complete blocks, factorial designs, interactions. Introduction to statistical software.",Brigham Young ,"Provo, Utah",variance,11,,,,"method, thinking, source, variation, design, power, sample, size, consideration, testing, block, design, interaction, introduction, software"
692,STAT 475,Life Contingencies,"Life tables, survival functions, contingent annuities, insurance, premiums, reserves, joint annuities and insurance. Prepares for SOA Exam MLC.",Brigham Young ,"Provo, Utah","life, contingency",11,,,,"life, table, function, annuity, insurance, premium, reserve, annuity, insurance, prepares, soa, exam, mlc"
693,STAT 531,Experimental Design,"Basic designs, power and sample size, Latin squares, incomplete blocks, change-over designs, factorials, fractional factorials, confounding, split-plots, response surface designs.",Brigham Young ,"Provo, Utah","experimental, design",11,,,,"design, power, sample, size, square, block, design, factorial, factorial, response, surface, design"
694,STAT 538,Survival Analysis,Basic concepts of survival analysis; hazard functions; types of censoring; Kaplan-Meier estimates; Logrank tests; proportional hazard models; examples drawn from clinical and epidemiological literature.,Brigham Young ,"Provo, Utah",survival,1,Business,1,Topics,"concept, analysis, function, type, censoring, estimate, test, hazard, model, example, literature"
695,IS 515,Spreadsheets for Business Analysis,"Using spreadsheets to support business analysis and decision making. Includes sensitivity analysis, pivot tables, introductions to databases, macros, charting, and similar topics.",Brigham Young ,"Provo, Utah","spreadsheet, business",1,Business,1,Topics,"spreadsheet, business, analysis, decision, making, sensitivity, analysis, pivot, table, introduction, database, macro, charting, topic"
696,COMS W4995,Topics in Computer Science: Applied Machine Learning,"This class offers a hands-on approach to machine learning and data science. The class discusses the application of machine learning methods like SVMs, Random Forests, Gradient Boosting and neural networks on real world dataset, including data preparation, model selection and evaluation. This class complements COMS W4721 in that it relies entirely on available open source implementations in scikit-learn and tensor flow for all implementations. Apart from applying models, we will also discuss software development tools and practices relevant to productionizing machine learning models.",Columbia,"New York City, New York","topic, computer, applied, machine, learning",2,Deep Learning,6,Machine Learning,"class, approach, machine, learning, data, science, class, application, machine, method, svms, forest, gradient, boosting, network, world, dataset, data, preparation, model, selection, evaluation, class, coms, w4721, source, implementation, tensor, flow, implementation, model, software, development, tool, practice, machine, learning, model"
697,SUMA K4360,Sustainability Technology and the Evolution of Smart Cities,"This course is offered through the School of Continuing Education. The progress of sustainability in recent years has almost entirely been a result in the evolution of smart, sustainable technology solutions. This course examines opportunities to drive sustainability through technology applications with the end goal of piecing together all of the pieces to envision an intelligent city. Companies are increasingly turning to technology to fulfill their sustainability goals considering many technologies provide off-the-shelf, cost-effective and immediate savings compared to operationally invasive, resource-heavy sustainability transformation programs. Sustainability technology ranges from intelligent infrastructure to mobile applications that help to drive the ""sharing economy"". The course will provide an overview of the sustainability technologies that large corporations are actively pursuing and delve into the project management and integration strategies required to implement these solutions. Successful sustainability practitioners must not only have a strong understanding of the values and methodologies of sustainable operations, but also the tools and technologies available to drive sustainability throughout their organization. Upon completion of the class, students will have a sufficient level of understanding to discuss these solutions and relevant case studies with potential employers. This course will benefit anyone interested in a career in sustainability or in smart cities as it will provide them the skills and analytical capabilities to analyze which sustainability technologies are a good fit for their company's sustainability and growth strategy.",Columbia,"New York City, New York","sustainability, technology, evolution, smart, city",11,,,,"course, school, education, progress, sustainability, year, result, evolution, smart, technology, solution, course, opportunity, sustainability, technology, application, end, goal, piece, city, company, technology, sustainability, goal, technology, saving, sustainability, transformation, program, sustainability, technology, infrastructure, application, economy, course, overview, sustainability, corporation, project, management, integration, strategy, solution, sustainability, practitioner, understanding, value, methodology, operation, tool, technology, sustainability, organization, completion, class, student, level, solution, case, study, employer, course, anyone, career, sustainability, city, skill, capability, sustainability, technology, fit, company, sustainability, growth, strategy"
698,ARTHIST 508S,Art and Markets,"Cross-disciplinary art history-visual culture-economics seminar. Analytical and applied historical exploration of cultural production and local art markets, and their emergence throughout Europe, Asia, and the Americas. Criteria for valuation of imagery or what makes art as a commodity desirable or fashionable. Visual taste formation, consumer behavior, and the role of art dealers as cross-cultural negotiants.",Duke,"Durham, North Carolina","art, market",11,,,,"art, culture-economics, seminar, exploration, production, art, market, emergence, europe, asia, america, criterion, valuation, imagery, art, commodity, taste, formation, consumer, behavior, role, art, dealer, negotiant"
699,VMS 550S,Digital Humanities: Theory and Practice,"Digital humanities theory and criticism. New modes of knowledge production in the digital era for humanists. Authoring and critiquing born digital projects as part of a theoretical, critical, and historical understanding of a special topic or theme in the humanities. Hands-on use of digital media hardware and software in combination with theoretical and critical readings for content analysis of text, images, audio, video and to create digital archives, databases, websites, environments, maps, and simulations. Independent digital projects + critical papers as final deliverables.",Duke,"Durham, North Carolina","digital, humanity, theory, practice",11,,,,"humanity, theory, criticism, mode, knowledge, production, era, humanist, project, part, understanding, topic, theme, humanity, use, medium, hardware, software, combination, reading, analysis, text, image, audio, video, archive, database, website, environment, map, simulation, project, paper, deliverable"
700,CS 579,Online Social Network Analysis,"This course will explore the latest algorithms for analyzing online social networks, considering both their structure and content. Fundamentals of social graph theory will be covered including distance, search, influence, community discovery, diffusion, and graph dynamics. Fundamentals of text analysis will also be covered with an emphasis on the type of text used in online social networks and common applications. Topics include sentiment classification, information extraction, clustering, and topic modeling. Emphasis will be placed on the application of this technology to areas such as public health, crisis response, politics, and marketing.",Illinois Institute of Tech,"Chicago, Illinois ","online, social, network",1,Business,1,Topics,"course, algorithm, network, structure, content, fundamental, graph, theory, distance, search, influence, community, discovery, diffusion, graph, dynamic, fundamental, text, analysis, emphasis, type, text, network, application, topic, classification, information, extraction, clustering, topic, modeling, emphasis, application, technology, area, health, crisis, response, politics, marketing"
701,MATH 454,Graph Theory and Applications,"Directed and undirected graphs; paths, cycles, trees, Eulerian cycles, matchings and coverings, connectivity, Menger's Theorem, network flow, coloring, planarity, with applications to the sciences (computer, life, physical, social) and engineering.",Illinois Institute of Tech,"Chicago, Illinois ","graph, theory, application",12,Visualization,7,Visualization,"graph, path, cycle, tree, cycle, matchings, covering, connectivity, menger, theorem, network, flow, planarity, application, science, computer, life, engineering"
702,MATH 577,Computational Mathematics I,"Fundamentals of matrix theory; least squares problems; computer arithmetic, conditioning and stability; direct and iterative methods for linear systems; eigenvalue problems. Credit may not be granted for both Math 577 and Math 477. Prerequisite: An undergraduate numerical course, such as MATH 350 or instructor permission.",Illinois Institute of Tech,"Chicago, Illinois ","computational, mathematics, i",13,Theory,0,Math,"fundamental, matrix, theory, square, problem, computer, arithmetic, conditioning, stability, method, system, problem, credit, math, prerequisite, course, math, permission"
703,625.201,General Applied Mathematics,"This course is designed for students whose prior background does not fully satisfy the mathematics requirements for admission and/or for students who wish to take a refresher course in applied mathematics. The course provides a review of differential and integral calculus in one or more variables. It covers elementary linear algebra and differential equations, including first- and second-order linear differential equations. Basic concepts of matrix theory are discussed (e.g., matrix multiplication, inversion, and eigenvalues/eigenvectors).",Johns Hopkins,"Baltimore, Maryland","general, mathematics",13,Theory,0,Math,"course, student, background, mathematics, requirement, admission, and/or, student, course, mathematics, course, review, calculus, variable, algebra, equation, equation, concept, matrix, theory, e.g., multiplication, inversion, eigenvalues/eigenvectors"
704,EECE 7205,Fundamentals of Computer Engineering,"Introduces fundamental techniques in computer engineering used throughout the graduate curriculum. Covers basic programming and analysis methods and the formulation and solution of a wide range of computer engineering problems. Also discusses the applications of algorithm analysis and complexity theory to analyzing and solving problems. Emphasizes those fundamental computational problems and related algorithms whose solution can be obtained in polynomial time. For basic computational problems such as sorting, searching, elementary graph algorithms, shortest-paths problems, as well as flow problems in networks, many different algorithms and data structures are described and analyzed, implemented, and compared both from a theoretical and from an experimental point of view.",Northeastern,"Boston, Massachusetts","fundamental, computer, engineering",7,Software,5,Computer Science,"introduces, technique, computer, engineering, graduate, curriculum, cover, programming, analysis, method, formulation, solution, range, computer, engineering, problem, application, analysis, complexity, theory, problem, emphasizes, problem, algorithm, solution, time, problem, sorting, graph, algorithm, problem, flow, problem, network, algorithm, data, structure, point, view"
705,BUSN 6320,Business Analytics Fundamentals,"Introduces the key concepts of data science and data analytics as applied to solving data-centered business problems. Emphasizes principles and methods covering the process from envisioning the problem; applying data science techniques; deploying results; and improving financial performance, strategic management, and operational efficiency. Includes an introduction to data-analytic thinking, application of data science solutions to business problems, and some fundamental data science tools for data analysis.",Northeastern,"Boston, Massachusetts","business, analytics, fundamental",1,Business,1,Topics,"introduces, concept, data, science, data, analytics, business, problem, principle, method, process, problem, data, science, technique, result, performance, management, efficiency, introduction, thinking, application, data, science, solution, business, problem, data, science, tool, data, analysis"
706,MSDS 400,DL Math for Data Scientists,"Students learn techniques for building and interpreting mathematical models of real-world phenomena in and across multiple disciplines, including linear algebra, discrete mathematics, probability, and calculus, with an emphasis on applications in data science and data engineering. This is for students who want a firm understanding or review of these fields of mathematics prior to enrolling in courses that assume understanding of mathematical concepts.",Northwestern,"Evanston, Illinois","dl, math, scientist",13,Theory,0,Math,"student, technique, building, model, phenomenon, discipline, algebra, mathematics, probability, calculus, emphasis, application, data, science, data, engineering, student, firm, understanding, review, field, mathematics, course, concept"
707,MSDS 451,DL Financial and Risk Analytics,"Building upon probability theory and inferential statistics, this course provides an introduction to risk analytics. Examples from economics and finance show how to incorporate risk within regression and time series models. Monte Carlo simulation is used to demonstrate how variability in data affects uncertainty about model parameters. Additional topics include subjectivity in risk analysis, causal modeling, stochastic optimization, portfolio analysis, and risk model evaluation.",Northwestern,"Evanston, Illinois","dl, financial, risk, analytics",1,Business,1,Topics,"probability, theory, statistic, course, introduction, analytics, example, economics, finance, show, risk, regression, time, series, model, simulation, variability, data, affect, uncertainty, model, parameter, topic, subjectivity, risk, analysis, causal, modeling, optimization, portfolio, analysis, risk, model, evaluation"
708,MSDS 457,DL Sports Management Analytics,"This course provides a comprehensive review of financial, statistical, and mathematical models as they relate to sports team performance, administration, marketing, and business management. The course gives students an opportunity to work with data and models relating to sports team performance, tactics, and strategy. Students employ modeling methods in studying player and team valuation, sports media, ticket pricing, game-day events management, loyalty and sponsorship program development, and customer relationship management. The course makes extensive use of sports business case studies.",Northwestern,"Evanston, Illinois","dl, sport, management, analytics",5,Data Warehousing,3,Data Warehousing,"course, review, model, sport, team, performance, administration, marketing, business, management, course, student, opportunity, data, model, sport, team, performance, tactic, strategy, student, method, player, team, valuation, sport, medium, ticket, pricing, event, management, loyalty, program, development, customer, relationship, management, course, use, sport, business, case, study"
709,MSDS 470,DL Analytics Entrepreneurship,"This course prepares students for establishing and running a data-sciences-oriented entrepreneurial organization. Topics include evaluating preparedness for entrepreneurial work, activities that would help transform an idea into a running organization, identifying the right data, analytics tools, and resources platform, and aligning with unmet market demands. Students learn about growing a network of people and obtaining capital assets, creating innovative intellectual property and sharpening unique competitiveness, and making product development and marketing choices. Analytic product and consulting services opportunities are reviewed. Students develop essential elements of business plans in order to present a final business pitch for starting an entrepreneurial data science venture.",Northwestern,"Evanston, Illinois","dl, analytics",1,Business,1,Topics,"course, student, organization, topic, preparedness, work, activity, idea, organization, right, data, analytics, tool, resource, platform, market, demand, student, network, people, capital, asset, property, competitiveness, product, development, marketing, choice, product, consulting, service, opportunity, student, element, business, plan, order, business, pitch, data, science, venture"
710,MSDS 472,DL Analytics Consulting,"Analytics consulting brings together consultative processes and tools for creating a trusted advisor relationship with clients. This course covers concepts, processes, tools, and techniques for developing consulting proposals, selling, contracting, bringing together teams and resources, servicing, managing projects, and creating recommendations. The course is structured around an analytics consulting simulation and students work in teams. Students learn how to identify and meet business requirements through gathering appropriate information, developing reports, and managing client relationships. The course also addresses ethical issues and career challenges associated with analytics consulting. The course is appropriate for students interested in or currently acting as either an internal or external consultant. Considerations and challenges associated with operating your own consulting company are also addressed.",Northwestern,"Evanston, Illinois","dl, analytics",1,Business,1,Topics,"analytics, brings, process, tool, advisor, relationship, client, course, concept, process, tool, technique, proposal, selling, team, resource, project, recommendation, course, analytics, simulation, student, team, student, business, requirement, information, report, client, relationship, course, issue, career, challenge, analytics, course, student, consultant, consideration, challenge, consulting, company"
711,MSDS 474,DL Accounting and Finance for Analytics Managers,"This course reviews principles of corporate finance and managerial accounting with a focus on the work of analytics managers. Analytics managers are often responsible for the profit-and-loss (P&L) of their projects and divisions which have certain unique needs in terms of workflow, co-working with other businesses, cooperating with multiple stakeholders (especially IT), and also employing highly specialized knowledge professionals. To support these responsibilities, students learn how to conduct breakeven (cost-volume-profit) analysis, apply discounted cash flow analysis, and compute return on investments. Students also learn how to read balance sheets, income statements, and cash flow statements and infer risks related to companies. The course provides in-depth coverage of spreadsheet programming methods, setting the stage for subsequent financial modeling work.",Northwestern,"Evanston, Illinois","dl, accounting, finance, analytics, manager",1,Business,1,Topics,"course, principle, finance, accounting, focus, work, analytics, manager, analytics, manager, profit-and-loss, l, project, division, need, term, workflow, co-working, business, stakeholder, knowledge, professional, responsibility, student, cost-volume-profit, analysis, cash, flow, analysis, return, investment, student, balance, sheet, income, statement, cash, flow, statement, infer, risk, company, course, coverage, spreadsheet, method, stage, modeling, work"
712,MSDS 474,DL Accounting and Finance for Analytics Managers,"This course reviews principles of corporate finance and managerial accounting with a focus on the work of analytics managers. Analytics managers are often responsible for the profit-and-loss (P&amp;L) of their projects and divisions which have certain unique needs in terms of workflow, co-working with other businesses, cooperating with multiple stakeholders (especially IT), and also employing highly specialized knowledge professionals. To support these responsibilities, students learn how to conduct breakeven (cost-volume-profit) analysis, apply discounted cash flow analysis, and compute return on investments. Students also learn how to read balance sheets, income statements, and cash flow statements and infer risks related to companies. The course provides in-depth coverage of spreadsheet programming methods, setting the stage for subsequent financial modeling work.",Northwestern,"Evanston, Illinois","dl, accounting, finance, analytics, manager",1,Business,1,Topics,"course, principle, finance, accounting, focus, work, analytics, manager, analytics, manager, profit-and-loss, amp, project, division, need, term, workflow, co-working, business, stakeholder, knowledge, professional, responsibility, student, cost-volume-profit, analysis, cash, flow, analysis, return, investment, student, balance, sheet, income, statement, cash, flow, statement, infer, risk, company, course, coverage, spreadsheet, method, stage, modeling, work"
713,MSDS 480,DL Business Leadership and Communications,"This course introduces fundamental leadership theory and associated behaviors to enable students to excel in their analytics careers. The course builds from the basic premise that leadership is learned. It examines the theory and practice of leadership at the individual and organizational levels, and discusses how to drive effective change in organizations at various stages in an enterprise analytics transformation process. Students spend three weeks on analytics-specific project management, in which they design an analytics project plan using an agile approach. They incorporate the cross-industry standard process for data mining (CRISP-DM) methodology, and execute that plan in a simulated business setting. Leadership challenges unique to analytics departments in various company sizes are addressed through the use of case studies and theory-based assignments. The course focuses on developing effective communication strategies and presentations that resonate across business and technical teams.",Northwestern,"Evanston, Illinois","dl, business, leadership, communication",1,Business,1,Topics,"course, leadership, theory, behavior, student, analytics, career, course, premise, leadership, theory, practice, leadership, individual, level, change, organization, stage, enterprise, analytics, transformation, process, student, week, project, management, analytics, project, plan, approach, standard, process, data, mining, crisp-dm, methodology, plan, business, leadership, analytics, department, company, size, use, case, study, assignment, course, communication, strategy, presentation, business, team"
714,DS-GA 3001.010,Mathematics of Data Science: Graphs and Networks,This part focus on algorithms on graphs and networks while the other in high dimensional data.,NYU,"New York City, New York","mathematics, graph, network",13,Theory,0,Math,"part, focus, algorithm, graph, network, data"
715,DS-GA 3001,Text as Data,"This course introduces students to the quantitative analysis of text from a social science perspective, with a special focus on politics.",NYU,"New York City, New York",text,14,NLP,6,Machine Learning,"course, student, analysis, text, science, perspective, focus, politics"
716,PHYS-GA 2022,Biophysics,"This course focuses on the fundamental physical processes exploited by living organisms in the process of living. In particular, it introduces and develops elements of equilibrium and nonequilibrium statistical mechanics to explain how the molecular-scale components of cells store and process information, how they organize themselves into functional structures, and how these structures cooperatively endow cells with the ability to eat, move, respond to their environment, communicate, and reproduce.",NYU,"New York City, New York",biophysics,11,,,,"course, process, organism, process, living, element, equilibrium, mechanic, component, cell, store, process, information, structure, structure, cell, ability, respond, environment, communicate, reproduce"
717,BIOL-GA 1001,Biocore I: Molecular Systems,"This intensive team-taught core course surveys the major areas of up-to-date molecular biology, molecular genetics and systems biology. Topics include the molecular structure and function of proteins and polynucleic acids and their fundamental roles in cell biology and disease. A strong emphasis will be placed on novel experimental approaches that form basis of the current wave of discovery in biomedicine.",NYU,"New York City, New York","biocore, i, molecular, system",7,Software,5,Computer Science,"core, course, area, biology, genetics, system, biology, topic, structure, function, protein, acid, role, cell, biology, disease, emphasis, approach, basis, wave, discovery, biomedicine"
718,BIOL-GA 1128,Systems Biology,"Topics cover a wide range of genomics techniques, ranging from genomics, transcriptomics, proteomics, interactomics, translatomics, to genome-wide association studies and “chromatinomics.” Emphasis is placed on possibilities opened by experimental techniques, fundamental approaches to data analysis, and interpretation of the results with respect to their scope and limitations. The course does not involve programming.",NYU,"New York City, New York","system, biology",7,Software,5,Computer Science,"topic, range, genomics, technique, genomics, transcriptomics, proteomics, interactomics, translatomics, association, study, emphasis, possibility, technique, approach, data, analysis, interpretation, result, respect, scope, limitation, course, programming"
719,Stat 597,Data Wrangling and Husbandry,"This course provides an introduction to the principles and tools to retrieve, “tidy,” clean, and visualize data in preparation for statistical analysis. Principles of reproducibility and reusability are emphasized. It teaches techniques to wrangle and explore data. The emphasis is on preparation of data to ease the analysis rather than sophisticated analyses. Topics include methods to convert data from diverse sources into suitable form for data visualization and analysis; methods to scrape data from websites; data visualization; elementary database operations such as SQL’s join; construction of web-based analysis apps; and principles of reproducibility and reuseability, including literate programming, unit tests, and source code management.",Rutgers,"New Brunswick, New Jersey","wrangling, husbandry",11,,,,"course, introduction, principle, tool, tidy, clean, data, preparation, analysis, principle, reproducibility, reusability, technique, data, emphasis, preparation, data, analysis, analysis, topic, method, data, source, form, data, visualization, analysis, method, data, website, data, visualization, database, operation, s, join, construction, analysis, apps, principle, reproducibility, reuseability, literate, programming, unit, test, source, code, management"
720,SMU8,Quantifying the World,"In this course, students are introduced to the sequence of steps needed to carry out Internet-scale data analytics, from hypothesis formation and data collection to methods of analysis and visualization. Students will become proficient in data collection and storage strategies that can be used in later analysis. Script-based programming techniques are used to automate collection from a variety of third-party resources, such as application programming interfaces (APIs). Methodologies for constructing representative samples, storing raw data, merging disparate data sets, cleaning inconsistent entries and constructing derivative data sets are reviewed. Students are introduced to two classes of basic analysis of gathered data – descriptive statistics and data visualization – which are used to validate and improve the accuracy of gathered data sets, a prerequisite to more advanced analysis.",SMU,"Dallas, Texas",world,11,,,,"course, student, sequence, step, data, analytics, hypothesis, formation, data, collection, method, analysis, visualization, student, proficient, data, collection, storage, strategy, analysis, programming, technique, collection, variety, resource, application, programming, interface, apis, methodology, sample, data, disparate, data, set, entry, data, set, student, class, analysis, data, statistic, data, visualization, –, accuracy, data, set, prerequisite, analysis"
721,BIOMEDIN 215,Data Driven Medicine,"The widespread adoption of electronic health records (EHRs) has created a new source of ¿big data¿¿namely, the record of routine clinical practice¿as a by-product of care. This graduate class will teach you how to use EHRs and other patient data to discover new clinical knowledge and improve healthcare. Upon completing this course, you should be able to: differentiate between and give examples of categories of research questions and the study designs used to address them, describe common healthcare data sources and their relative advantages and limitations, extract and transform various kinds of clinical data to create analysis-ready datasets, design and execute an analysis of a clinical dataset based on your familiarity with the workings, applicability, and limitations of common statistical methods, evaluate and criticize published research using your knowledge of 1-4 to generate new research ideas and separate hype from reality.",Stanford,"Stanford, California ",medicine,1,Business,1,Topics,"adoption, health, record, ehrs, source, record, practice¿as, by-product, care, graduate, class, ehrs, patient, data, knowledge, healthcare, course, differentiate, example, category, research, question, study, design, healthcare, data, source, advantage, limitation, extract, transform, kind, data, datasets, design, analysis, dataset, familiarity, working, applicability, limitation, method, evaluate, research, knowledge, research, idea, hype, reality"
722,CS 448,Topics in Computer Graphics,"Topic changes each quarter. Recent topics: computational photography, datanvisualization, character animation, virtual worlds, graphics architectures, advanced rendering.",Stanford,"Stanford, California ","topic, computer, graphic",12,Visualization,7,Visualization,"topic, change, quarter, topic, photography, datanvisualization, character, animation, world, graphic, architecture, rendering"
723,ENERGY 240,Geostatistics,"Overview of some of the most important data science methods (statistics, machine learning & computer vision) relevant for geological sciences, as well as other fields in the Earth Sciences. Areas covered are: extreme value statistics for predicting rare events; compositional data analysis for geochemistry; multivariate analysis for designing data & computer experiments; probabilistic aggregation of evidence for spatial mapping; functional data analysis for multivariate environmental datasets, spatial regression and modeling spatial uncertainty with covariate information (geostatistics). Identification & learning of geo-objects with computer vision. Focus on practicality rather than theory. Matlab exercises on realistic data problems.",Stanford,"Stanford, California ",geostatistics,7,Software,5,Computer Science,"overview, data, science, method, statistic, machine, learning, computer, vision, relevant, science, field, earth, science, area, value, statistic, event, data, analysis, geochemistry, analysis, data, computer, experiment, aggregation, evidence, mapping, data, analysis, multivariate, datasets, regression, uncertainty, information, geostatistics, identification, learning, geo-objects, computer, vision, practicality, theory, matlab, data, problem"
724,EE 627,Data Acquisition and Processing I,"The application of electronic principles and analog and digital integrated circuits to the design of industrial and scientific instrumentation, process control, and robotics and automation. Topics include sensors and transducers, analog and digital signal conditioning and processing, data conversion, data transmission and interface standards, machine vision, control, and display. Microcomputers, microprocessors, and their support components are applied as system elements.",Stevens IT,"Hoboken, New Jersey","acquisition, processing, i",5,Data Warehousing,3,Data Warehousing,"application, principle, analog, circuit, design, instrumentation, process, control, robotics, automation, topic, sensor, transducer, analog, signal, conditioning, processing, data, conversion, data, transmission, interface, standard, machine, vision, control, display, microcomputer, microprocessor, support, component, system, element"
725,BIA 674,Supply Chain Analytics,"Introduces the tactical and strategic issues surrounding the design and operation of supply chains, to develop supply chain analytical skills for solving real life problems. Topics covered include: supplier analytics, capacity planning, demand-supply matching, sales and operations planning, location analysis and network management, inventory management and sourcing.",Stevens IT,"Hoboken, New Jersey","supply, chain, analytics",1,Business,1,Topics,"introduces, issue, design, operation, supply, chain, supply, chain, skill, life, problem, topic, include, supplier, analytics, capacity, planning, matching, sale, operation, planning, location, analysis, network, management, inventory, management, sourcing"
726,BIA 676,Data Streams Analytics: Internet of Things,"The objective of this course is to study emerging online analytical tools & techniques for management & mining of massive data streams for real-time intelligent decisions. Topics include: an overview of IoT architecture, the stream data model, data streams quality, bounds of random variables, sufficient statistics, synopsis & sampling techniques, sliding windows, computing the entropy in streams, drifting concepts, drift detection, change detection, outliers & anomaly detection, data streams histograms and density, change detection in histograms, clustering data streams, decision trees and classification methods in data streams, time series in data streams.",Stevens IT,"Hoboken, New Jersey","stream, analytics, internet, thing",7,Software,5,Computer Science,"objective, course, tool, technique, management, mining, data, stream, decision, topic, overview, architecture, stream, data, model, data, stream, quality, bound, random, variable, statistic, synopsis, technique, window, entropy, stream, concept, drift, detection, change, detection, outlier, detection, data, stream, histogram, density, change, detection, histogram, data, stream, decision, tree, classification, method, data, stream, time, series, data, stream"
727,SCM 702,Principles of Management Science,"In this course, students learn the concepts and development of analytical model building as used in global supply chain decisions. Topics include modeling for managerial decision making, emphasizing the formulation, solution, interpretation and limitations of linear programs, network models, integer programs, nonlinear programs and simulation, and queuing models for tactical and strategic business decisions related to supply chain management. To facilitate understanding and communication of the various models discussed in class, the course will make extensive use of spreadsheet-based applications for prescriptive and descriptive mathematical models.",Syracuse,"Syracuse, New York","principle, management",5,Data Warehousing,3,Data Warehousing,"course, student, concept, development, model, building, supply, chain, decision, topic, decision, making, formulation, solution, interpretation, limitation, program, network, model, integer, program, program, simulation, model, business, decision, chain, management, communication, model, class, course, use, application, model"
