,Course ID,Course Title,Course Description,University,Location,Course Title Stripped,Minor Cluster,Minor Cluster Name,Major Cluster,Major Cluster Name
497,MAR 653,Marketing Analytics,"This course covers marketing analytics techniques including discriminant analysis, logit, cluster analysis, factor analysis, and conjoint analysis. Students learn marketing decision support models such as new product diffusion, test-market, price, and sales promotion decision models.",Syracuse,"Syracuse, New York",marketing,12,Business,2,Topics
498,MKT 412*,Marketing Research,"This course deals with the collection and use of data to support marketing decisions. The first part of the course teaches the student how to formulate the research problem, design the research and collect the data. Among the data-collection techniques discussed are: questionnaire design; telephone, mail and electronic surveys; and laboratory and field experiments. The second part of the course examines various techniques for analyzing data: cross-classification analysis, factor analysis, multidimensional scaling, conjoint analysis, etc. As part of the course requirements, teams of students design, administer, analyze and report on an actual marketing-research study.",University of Rochester,"Rochester, New York","marketing, research",12,Business,2,Topics
499,MKT 437*,Digital Marketing Strategy,This course examines the major issues involved in marketing on the Internet. Among the topics studied are: new product opportunities on the Internet; the changed role of advertising; the Internet as a two-way communication medium with consumers; targeting individual consumers; word-of-mouth among consumers on the Internet; the Internet as a distribution channel; and marketing research on the Internet.,University of Rochester,"Rochester, New York","marketing, strategy",12,Business,2,Topics
500,MKT 451*,Advanced Quant Marketing,"The course is primarily designed for students (both M.B.A. and Ph.D.) who have a quantitative inclination towards marketing and strategy but will also be useful for students in other areas looking to hone their quantitative skills. The course will guide students through various aspects of data related issues, problem framing, programming and computational analysis and the communication and presentation of managerially relevant findings. The course relies heavily on using SAS® as a computational engine and MS® EXCEL® as a presentation and simulation device. All instruction is “hands-on” and students should expect to be proficient in SAS® by the end of the quarter. The course will have some assignments and a “real-world” consulting project.
Students will be exposed to the theoretical underpinnings and practical applications of various analytical and econometric models.",University of Rochester,"Rochester, New York","quant, marketing",12,Business,2,Topics
501,MRT 436R*,Marketing Analytics using R,"Advances in information technology have created opportunities for firms to gather more detailed information on their customers and competitors. The enormous volume of information which companies now collect poses many new challenges.
The basic question we address in this course is: ""What can one do with all of this data?"" Our goal is to integrate statistical models and marketing models with data and decisions.
In this course, students will learn how database marketing provides management with specific information needed to identify the target customer and to retain her or him for a lifetime, if possible. In the absence of database marketing philosophy, managers would be left with mass marketing and segmented marketing techniques that are not effective and efficient in today's information intensive, high-tech global markets.
This course also examines direct marketing in depth, since the roots of database marketing are in direct marketing. ",University of Rochester,"Rochester, New York","marketing, r",12,Business,2,Topics
502,MATH 563,Mathematical Statistics,"Theory of sampling distributions; principles of data reduction; interval and point estimation, sufficient statistics, order statistics, hypothesis testing, correlation and linear regression; introduction to linear models.",Illinois Institute of Tech,"Chicago, Illinois ",,3,Other,2,Topics
503,MATH 486,Mathematical Modeling I,"The course provides a systematic approach to modeling applications from areas such as physics and chemistry, engineering, biology, and business (operations research). The mathematical models lead to discrete or continuous processes that may be deterministic or stochastic. Dimensional analysis and scaling are introduced to prepare a model for study. Analytic and computational tools from a broad range of applied mathematics will be used to obtain information about the models. The mathematical results will be compared to physical data to assess the usefulness of the models. Credit may not be granted for both MATH 486 and MATH 522.",Illinois Institute of Tech,"Chicago, Illinois ","modeling, i",9,Modeling,3,Statistics
504,MATH 487,Mathematical Modeling II,"The formulation of mathematical models, solution of mathematical equations, interpretation of results. Selected topics from queuing theory and financial derivatives.",Illinois Institute of Tech,"Chicago, Illinois ","modeling, ii",9,Modeling,3,Statistics
505,MATH 522,Mathematical Modeling,"The course provides a systematic approach to modeling applications from areas such as physics and chemistry, engineering, biology, and business (operations research). The mathematical models lead to discrete or continuous processes that may be deterministic or stochastic. Dimensional analysis and scaling are introduced to prepare a model for study. Analytic and computational tools from a broad range of applied mathematics will be used to obtain information about the models. The mathematical results will be compared to physical data to assess the usefulness of the models. Credit may not be granted for both MATH 486 and MATH 522.",Illinois Institute of Tech,"Chicago, Illinois ",modeling,9,Modeling,3,Statistics
506,625.62,Mathematical Methods for Signal Processing,"This course familiarizes the student with modern techniques of digital signal processing and spectral estimation of discrete-time or discrete-space sequences derived by the sampling of continuous-time or continuous-space signals. The class covers the mathematical foundation needed to understand the various signal processing techniques as well as the techniques themselves. Topics include the discrete Fourier transform, the discrete Hilbert transform, the singular-value decomposition, the wavelet transform, classical spectral estimates (periodogram and correlogram), autoregressive and autoregressive-moving average spectral estimates, and Burg maximum entropy method.",Johns Hopkins,"Baltimore, Maryland",processing,3,Other,2,Topics
507,MATH 123,Mathematical Aspects of Data Analysis,"Dimension reduction and data compression via principal component analysis, and the singular value decomposition; k-means clustering; clustering via diffusion on weighted graphs; support vector machines; tensor data analysis; kernel trick. Homework includes programming.",Tufts,"Medford, Massachusetts",analysis,3,Other,2,Topics
508,EC ENGR 235A,Mathematical Foundations of Data Storage Systems,"Research developments in new mathematical techniques for emerging large-scale, ultra-reliable, fast, and affordable data storage systems. Topics include, but are not limited to, graph-based codes and algebraic codes and decoders for modern storage devices (e.g., Flash), rank modulation, rewriting codes, algorithms for data deduplication and synchronization, and redundant array of independent disks (RAID) systems.",UCLA,"Los Angeles, California",storage,7,Data Warehousing,5,Data Warehousing
509,MTH 558/559,Mathematical Finance,This course will introduce the mathematical theory and computation of modern financial products used in the banking and corporate world. Mathematical models for the valuation of derivative products will be derived and analyzed.,University at Buffalo,"Buffalo, New York",finance,12,Business,2,Topics
510,MATH637,Mathematical Techniques in Data Science,"Linear methods for regression (subset selection, ridge, lasso), Logistic regression. Analysis of the convergence and complexity of common algorithms. Linear discriminant analysis, Principal component analysis, Additive Models, Kernel Smoothing. Cross-validation, Bootstrap, Support Vector Machines, Cluster analysis (K-means, spectral clustering), Undirected graphical models, Expectation maximization algorithm, Introduction to deep learning, Introduction to Bayesian methods.",University of Delaware,"Newark, Delaware",science,11,Parallel Computing,8,HPC
511,(STAT 512),Mathematical Statistics,"An introduction to the mathematical theory of statistics. Estimation, with a focus on properties of sufficient statistics and maximum likelihood estimators. Hypothesis testing, with a focus on likelihood ratio tests and the consequent development of ""t"" tests and hypothesis tests in regression and ANOVA. Nonparametric procedures.",University of Pennsylvania,"Philadelphia, Pennsylvania",,3,Other,2,Topics
512,MATH 309,Introduction to Probability and Mathematical Statistics I,"Probability and combinatorial methods, discrete and continuous, univariate and multivariate distributions, expected values, moments, normal distribution and derived distributions, estimation.",University of Wisconsin--Madison,"Madison, Wisconsin","introduction, probability",13,,,
513,MATH 310,Introduction to Probability and Mathematical Statistics II,"Mathematical statistical inference aims at providing an understanding of likelihood's central role to statistical inference, using the language of mathematical statistics to analyze statistical procedures, and using the computer as a tool for understanding statistics. Specific topics include: samples and populations, estimation, hypothesis testing, and theoretical properties of statistical inference.",University of Wisconsin--Madison,"Madison, Wisconsin","introduction, probability",13,,,
514,MATH 565,Monte Carlo Methods in Finance,"In addition to the theoretical constructs in financial mathematics, there are also a range of computational/simulation techniques that allow for the numerical evaluation of a wide range of financial securities. This course will introduce the student to some such simulation techniques, known as Monte Carlo methods, with focus on applications in financial risk management. Monte Carlo and Quasi Monte Carlo techniques are computational sampling methods which track the behavior of the underlying securities in an option or portfolio and determine the derivative's value by taking the expected value of the discounted payoffs at maturity. Recent developments with parallel programming techniques and computer clusters have made these methods widespread in the finance industry.",Illinois Institute of Tech,"Chicago, Illinois ","monte, carlo, finance",12,Business,2,Topics
515,625.744,"Modeling, Simulation, and Monte Carlo","Computer simulation and related Monte Carlo methods are widely used in engineering, scientific, and other work. Simulation provides a powerful tool for the analysis of real-world systems when the system is not amenable to traditional analytical approaches. In fact, recent advances in hardware, software, and user interfaces have made simulation a ""first-line"" method of attack for a growing number of problems. Areas where simulation-based approaches have emerged as indispensable include decision aiding, prototype development, performance prediction, scheduling, and computer-based personnel training. This course introduces concepts and statistical techniques that are critical to constructing and analyzing effective simulations and discusses certain applications for simulation and Monte Carlo methods. Topics include random number generation, simulation-based optimization, model building, bias-variance tradeoff, input selection using experimental design, Markov chain Monte Carlo (MCMC), and numerical integration.",Johns Hopkins,"Baltimore, Maryland","modeling, simulation, monte, carlo",9,Modeling,3,Statistics
516,625.633,Monte Carlo Methods,"This course is an introduction to fundamental tools in designing, conducting, and interpreting Monte Carlo simulations. Emphasis is on generic principles that are widely applicable in simulation, as opposed to detailed discussion of specific applications and/or software packages. At the completion of this course, it is expected that students will have the insight and understanding to critically evaluate or use many state-of-the-art methods in simulation. Topics covered include random number generation, simulation of Brownian motion and stochastic differential equations, output analysis for Monte Carlo simulations, variance reduction, Markov chain Monte Carlo, simulation-based estimation for dynamical (state-space) models, and, time permitting, sensitivity analysis and simulation-based optimization.",Johns Hopkins,"Baltimore, Maryland",monte,3,Other,2,Topics
517,STAT 5100,"Markov Processes, Queues, and Monte Carlo Simulations","Brief review of conditional probability and expectation followed by a study of Markov chains, both discrete and continuous time, including Poisson point processes. Queuing theory, terminology and single queue systems are studied with some introduction to networks of queues. Uses Monte Carlo simulation of random variables throughout the semester to gain insight into the processes under study.",University of Colorado--Boulder,"Boulder, Colorado","markov, monte, carlo",3,Other,2,Topics
518,MATH 566,Multivariate Analysis,"Random vectors, sample geometry and random sampling, generalized variance, multivariate normal and Wishart distributions, estimation of mean vector, confidence region, Hotelling's T-square, covariance, principal components, factor analysis, discrimination, clustering.",Illinois Institute of Tech,"Chicago, Illinois ","multivariate, analysis",9,Modeling,3,Statistics
519,625.663,Multivariate Statistics and Stochastic Analysis,"Multivariate analysis arises with observations of more than one variable when there is some probabilistic linkage between the variables. In practice, most data collected by researchers in virtually all disciplines are multivariate in nature. In some cases, it might make sense to isolate each variable and study it separately. In most cases, however, the variables are interrelated in such a way that analyzing the variables in isolation may result in failure to uncover critical patterns in the data. Multivariate data analysis consists of methods that can be used to study several variables at the same time so that the full structure of the data can be observed and key properties can be identified. This course covers estimation, hypothesis tests, and distributions for multivariate mean vectors and covariance matrices. We also cover popular multivariate data analysis methods including multivariate data visualization, maximum likelihood, principal components analysis, multiple comparisons tests, multidimensional scaling, cluster analysis, discriminant analysis and multivariate analysis of variance, multiple regression and canonical correlation, and analysis of repeated measures data. Coursework will include computer assignments.",Johns Hopkins,"Baltimore, Maryland","multivariate, analysis",9,Modeling,3,Statistics
520,MSDS 410,DL Regression and Multivariate Analysis,"This course develops the foundations of predictive modeling by: introducing the conceptual foundations of regression and multivariate analysis; developing statistical modeling as a process that includes exploratory data analysis, model identification, and model validation; and discussing the difference between the uses of statistical models for statistical inference versus predictive modeling. The high level topics covered in the course include: exploratory data analysis, statistical graphics, linear regression, automated variable selection, principal components analysis, exploratory factor analysis, and cluster analysis.",Northwestern,"Evanston, Illinois","regression, multivariate, analysis",9,Modeling,3,Statistics
521,MSDS 410,DL Regression Analysis and Multivariate Methods,"This course develops the foundations of predictive modeling by: introducing the conceptual foundations of regression and multivariate analysis; developing statistical modeling as a process that includes exploratory data analysis, model identification, and model validation; and discussing the difference between the uses of statistical models for statistical inference versus predictive modeling. The high level topics covered in the course include: exploratory data analysis, statistical graphics, linear regression, automated variable selection, principal components analysis, exploratory factor analysis, and cluster analysis.Â",Northwestern,"Evanston, Illinois","regression, analysis, multivariate",9,Modeling,3,Statistics
522,MA 720,Multivariate Statistics,Selected topics may include: distribution theory; theory of inference; foundations of probability; spectral analysis; multivariant analysis.,Stevens IT,"Hoboken, New Jersey",multivariate,9,Modeling,3,Statistics
523,STAT613,Applied Multivariate Methods,"Explores the main topics of multivariate statistics, including principal components, discrimination, classification procedures, and clustering techniques. Emphasis on how to identify the correct technique for a given problem, computer packages for its computation, and how to interpret the results.",University of Delaware,"Newark, Delaware",multivariate,9,Modeling,3,Statistics
524,STAT 5401,Applied Multivariate Methods,"Bivariate and multivariate distributions. Multivariate normal distributions. Analysis of multivariate linear models. Repeated measures, growth curve and profile analysis. Canonical correlation analysis. Principal components and factor analysis. Discrimination, classification, and clustering.",University of Minnesota--Twin Cities,"Minneapolis, Minnesota ",multivariate,9,Modeling,3,Statistics
525,MSDS623,Multivariate Statistics,"This course trains students in the use of multivariate statistical methods other than multiple linear regression, which is covered in MSDS 601. Applications to finance, social science, and marketing data are emphasized (e.g., dimension reduction for Treasury yield curves and consumer microdata). Topics include principal components analysis, factor regression, linear and quadratic discriminant analysis, ANOVA and MANOVA, repeated measures ANOVA, and various clustering techniques (k-means, hierarchical, spectral, total variation, etc.). Statistical packages include R and SAS.",University of San Francisco,"San Francisco, California",multivariate,9,Modeling,3,Statistics
526,MA 554,Applied Multivariate Analysis,"This course is an introduction to statistical methods for analyzing multivariate data. Topics covered are multivariate sampling distributions, tests and estimation of multivariate normal parameters, multivariate ANOVA, regression, discriminant analysis, cluster analysis, factor analysis and principal components. Additional topics will be covered as time permits. Students will be required to analyze real data using one of the standard packages available.",Worcester Polytechnic Institute,"Worcester, Massachusetts","multivariate, analysis",9,Modeling,3,Statistics
527,IST 736,Text Mining,"This course introduces concepts and methods for gaining insight from a large amount of text data. Students learn the application of text mining techniques for business intelligence, digital humanities and social behavior analysis. The main goal of this course is to increase student awareness of the power of a large amount of text data and the computational methods used for finding patterns in large text corpora. It introduces text mining technologies rooted in machine learning, natural language processing and statistics. It also showcases the applications of text mining technologies in information organization and access, business intelligence, social behavior analysis and digital humanities. Students will also focus on machine learning for unstructured data using a Python-based command line tool called scikit-learn and a range of machine learning techniques, such as Naïve Bayes and support vector machines.",Syracuse,"Syracuse, New York","text, mining",10,Data Mining,1,Data Mining
528,IST 736,Text Mining,"This course introduces concepts and methods for gaining insight from a large amount of text data. Students learn the application of text mining techniques for business intelligence, digital humanities and social behavior analysis. The main goal of this course is to increase student awareness of the power of a large amount of text data and the computational methods used for finding patterns in large text corpora. It introduces text mining technologies rooted in machine learning, natural language processing and statistics. It also showcases the applications of text mining technologies in information organization and access, business intelligence, social behavior analysis and digital humanities. Students will also focus on machine learning for unstructured data using a Python-based command line tool called scikit-learn and a range of machine learning techniques, such as Naïve Bayes and support vector machines.",Syracuse,"Syracuse, New York","text, mining",10,Data Mining,1,Data Mining
529,CS 571,Natural Language Processing,"This course covers natural language processing tasks such as part-of-speech tagging, dependency parsing, named entity recognition, coreference resolution, and sentiment analysis as well as machine learning algorithms such as adaptive gradient descent, structured prediction, clustering, and neural networks. Advanced topics such as abstract meaning representation, word embeddings, and deep learning are also discussed.",Emory,"Atlanta, Georgia ","language, processing",8,NLP,4,Machine Learning
530,CS 585,Natural Language Processing,"An introduction to the problems of computing with human languages. Parsing. Semantic representations. Text generation. Lexicography. Discourse. Sublanguage studies. Applications to CAI, database interfaces and information retrieval.",Illinois Institute of Tech,"Chicago, Illinois ","language, processing",8,NLP,4,Machine Learning
531,605.748,Semantic Natural Language Processing,"This course introduces the fundamental concepts underlying knowledge representation, semantics, and pragmatics in natural language processing. Students will gain an in-depth understanding of the techniques central to computational semantics and discourse for processing linguistic information. The course examines semantic NLP models and algorithms using both the traditional symbolic and the more recent statistical approaches. The course also covers the development of modern NLP systems capable of carrying out dialogue and conversation.",Johns Hopkins,"Baltimore, Maryland","language, processing",8,NLP,4,Machine Learning
532,CS 6120,Natural Language Processing,"Provides an introduction to the computational modeling of human language, the ongoing effort to create computer programs that can communicate with people in natural language, and current applications of the natural language field, such as automated document classification, intelligent query processing, and information extraction. Topics include computational models of grammar and automatic parsing, statistical language models and the analysis of large text corpuses, natural language semantics and programs that understand language, models of discourse structure, and language use by intelligent agents. Course work includes formal and mathematical analysis of language models, and implementation of working programs that analyze and interpret natural language text.",Northeastern,"Boston, Massachusetts","language, processing",8,NLP,4,Machine Learning
533,MSDS 453,DL Natural Language Processing,"A comprehensive review of text analytics and natural language processing with a focus on recent developments in computational linguistics and machine learning. Students work with unstructured and semi-structured text from online sources, document collections, and databases. Using methods of artificial intelligence and machine learning, students learn how to parse text into numeric vectors and to convert higher dimensional vectors into lower dimensional vectors for subsequent analysis and modeling. Applications include speech recognition, semantic processing, text classification, relevant search, recommendation systems, sentiment analysis, and topic modeling. This is a project-based course with extensive programming assignments.",Northwestern,"Evanston, Illinois","language, processing",8,NLP,4,Machine Learning
534,MSDS 453,DL Natural Language Processing,"A comprehensive review of text analytics and natural language processing with a focus on recent developments in computational linguistics and machine learning. Students work with unstructured and semi-structured text from online sources, document collections, and databases. Using methods of artificial intelligence and machine learning, students learn how to parse text into numeric vectors and to convert higher dimensional vectors into lower dimensional vectors for subsequent analysis and modeling. Applications include speech recognition, semantic processing, text classification, relevant search, recommendation systems, sentiment analysis, and topic modeling. This is a project-based course with extensive programming assignments.",Northwestern,"Evanston, Illinois","language, processing",8,NLP,4,Machine Learning
535,DS-GA 1011,Natural Language Processing with Representation Learning,"How should human languages be understood and analyzed? This course examines modern computational approaches based on representation learning for understanding, processing and using human language. These include neural network-based deep learning methods and vector-space models of word meaning, and together will give the tools to build state-of-the-art models for hard language understanding tasks like translation.",NYU,"New York City, New York","language, processing, representation, learning",5,Deep Learning,4,Machine Learning
536,DS-GA 1012,Natural Language Understanding and Computational Semantics,"Since at least the proposal of the Turing test, building computational systems that can communicate with humans using natural language has been a central goal for Al research. Understanding real, naturally occurring human language is the key to reaching this goal. This course surveys recent successes in language understanding and prepares students to do original research in this area, culminating with a substantial final project. The course will focus on text, but within that will touch on the full range of applicable techniques for language understanding, including formal logics, statistical methods, distributional methods, and deep learning, and will bring in ideas from formal linguistics where they can be readily used in practice. We'll discuss tasks like sentiment analysis, word similarity, and question answering, as well as higher level issues like how to effectively represent language meaning.",NYU,"New York City, New York","language, understanding",8,NLP,4,Machine Learning
537,SMU14,Natural Language Processing,"In this course, students are introduced to natural language processing as it applies to data mining, text mining and machine learning tasks with unstructured big data. Students will receive a broad survey of the major tasks in natural language understanding, with some coverage of natural language generation. Topics include document clustering and classification, automated tagging and highlighting, semantic search and text normalization to support machine learning applications. The focus is on best practices for choosing the right tool and method for an application, illustrated with real-world case studies. Students will gain experience building solutions from real-world data sets, utilizing WordNet and the data of some leading websites.",SMU,"Dallas, Texas","language, processing",8,NLP,4,Machine Learning
538,IST 664,Natural Language Processing,"This course focuses on the linguistic and computational aspects of natural language processing (NLP) technologies. Students develop an understanding of how NLP can process written text and produce a linguistic analysis that can be used in other applications. Discussions cover the multiple levels of linguistic analysis required for a computer to accept natural language input, interpret it and carry out a particular application. Topics include levels of linguistic analysis with a focus on techniques in application. Students in this course will explore all the levels of linguistic analysis, going from tokenization, word-level semantics, part-of-speech tagging, syntax and semantics up to the discourse level. They will also use NLP techniques on unstructured data using Python, including information retrieval, question-answering, sentiment analysis, summarization and dialogue systems.",Syracuse,"Syracuse, New York","language, processing",8,NLP,4,Machine Learning
539,COMPSCI 585,Introduction to Natural Language Processing,"Natural Language Processing (NLP) is the engineering art and science of how to teach computers to understand human language. NLP is a type of artificial intelligence technology, and it's now ubiquitous -- NLP lets us talk to our phones, use the web to answer questions, map out discussions in books and social media, and even translate between human languages. Since language is rich, subtle, ambiguous, and very difficult for computers to understand, these systems can sometimes seem like magic -- but these are engineering problems we can tackle with data, math, machine learning, and insights from linguistics. This course will introduce NLP methods and applications including probabilistic language models, machine translation, and parsing algorithms for syntax and the deeper meaning of text. During the course, students will (1) learn and derive mathematical models and algorithms for NLP; (2) become familiar with basic facts about human language that motivate them, and help practitioners know what problems are possible to solve; and (3) complete a series of hands-on projects to implement, experiment with, and improve NLP models, gaining practical skills for natural language systems engineering.",University of Massachusetts--Amherst,"Amherst, Massachusetts","introduction, language, processing",8,NLP,4,Machine Learning
540,CSC 447,Natural Language Processing,"An introduction to natural language processing: constructing computer programs that understand natural language. Topics include parsing, semantic analysis, and knowledge representation. CSC 447, a graduate-level course, requires additional readings and assignments.",University of Rochester,"Rochester, New York","language, processing",8,NLP,4,Machine Learning
541,CSCI 544,Applied Natural Language Processing,"Introduction to key components of human language technologies, including: information extraction, sentiment analysis, question answering, machine translation.",University of Southern California,"Los Angeles, California","language, processing",8,NLP,4,Machine Learning
542,CME 342,Parallel Methods in Numerical Analysis,"Emphasis is on techniques for obtaining maximum parallelism in numerical algorithms, especially those occurring when solving matrix problems, partial differential equations, and the subsequent mapping onto the computer. Implementation issues on parallel computers. Topics: parallel architecture, programming models (MPI, GPU Computing with CUDA ¿ quick review), matrix computations, FFT, fast multiple methods, domain decomposition, graph partitioning, discrete algorithms. Prerequisites: 302 or 200 (ME 300A), 213 or equivalent, or consent of instructor. Recommended: differential equations and knowledge of a high-level programming language such as C or C++ (F90/95 also allowable).",Stanford,"Stanford, California ",analysis,3,Other,2,Topics
543,MATH 126,Numerical Analysis,"Analysis of algorithms involving computation with real numbers. Interpolation, methods for solving linear and nonlinear systems of equations, numerical integration, numerical methods for solving ordinary differential equations.",Tufts,"Medford, Massachusetts",analysis,3,Other,2,Topics
544,EAS 501,Introduction to Numerical Mathematics for Computing and Data Scientists,"The aim of this course is to develop the ability to formulate and solve problems using mathematical methods and tools. To apply knowledge gained in lower level mathematics courses. To introduce concepts and methods of linear algebra. To introduce a broad range of numerical methods. To develop an ability to identify, understand, and solve algebraic equations. To develop an ability to identify, understand, and solve differential equations. To develop experience with numerical and symbolic mathematical software and their use in problem solving",University at Buffalo,"Buffalo, New York",introduction,2,Visualization,6,Visualization
545,CSCI 5302,Analysis of Numerical Algorithms,"Additional topics in numerical analysis. Interpolation, approximation, extrapolation, numerical integration/differentiation, numerical solutions of ordinary differential equations. Introduction to optimization techniques.",University of Minnesota--Twin Cities,"Minneapolis, Minnesota ","analysis, algorithm",4,Algorithms,0,Math
546,MATH 535,Optimization I,"Introduction to both theoretical and algorithmic aspects of linear optimization: geometry of linear programs, simplex method, anticycling, duality theory and dual simplex method, sensitivity analysis, large scale optimization via Dantzig-Wolfe decomposition and Benders decomposition, interior point methods, network flow problems, integer programming. Credit may not be given for both MATH 435 and MATH 535.",Illinois Institute of Tech,"Chicago, Illinois ","optimization, i",4,Algorithms,0,Math
547,625.615,Introduction to Optimization,"This course introduces applications and algorithms for linear, network, integer, and nonlinear optimization. Topics include the primal and dual simplex methods, network flow algorithms, branch and bound, interior point methods, Newton and quasi-Newton methods, and heuristic methods. Students will gain experience in formulating models and implementing algorithms using MATLAB. No previous experience with the software is required.",Johns Hopkins,"Baltimore, Maryland","introduction, optimization",4,Algorithms,0,Math
548,625.743,Stochastic Optimization and Control,"Stochastic optimization plays a large role in modern learning algorithms and in the analysis and control of modern systems. This course introduces the fundamental issues in stochastic search and optimization, with special emphasis on cases where classical deterministic search techniques (steepest descent, Newton–Raphson, linear and nonlinear programming, etc.) do not readily apply. These cases include many important practical problems in engineering, computer science, machine learning, and elsewhere, which will be briefly discussed throughout the course. Discrete and continuous optimization problems will be considered. Algorithms for global and local optimization problems will be discussed. Methods such as random search, least mean squares (LMS), stochastic approximation, stochastic gradient, simulated annealing, evolutionary computation (including genetic algorithms), and stochastic discrete optimization will be discussed.",Johns Hopkins,"Baltimore, Maryland","optimization, control",4,Algorithms,0,Math
549,EECE 7360,Combinatorial Optimization,"Introduces combinatorial optimization, an emerging field that combines techniques from applied mathematics, operations research, and computer science to solve optimization problems over discrete structures. Emphasizes problems that arise in the areas of electrical and computer engineering including VLSI, computer-aided design, parallel computing, computer architecture, and high-performance compiling. Covers the foundations of algorithm analysis including asymptotic notation and complexity theory, and a range of optimization techniques including divide and conquer, local optimization, dynamic programming, branch and bound, simulated annealing, genetic algorithms, approximation algorithms, integer and linear programming, matroid theory, and greedy algorithms. Considers the efficient generation of optimal solutions, the development and evaluation of heuristics, and the computation of tight upper and lower bounds.",Northeastern,"Boston, Massachusetts",optimization,4,Algorithms,0,Math
550,DS-GA 1013,Optimization-based Data Analysis,"This course provides a rigorous introduction to mathematical tools for data science drawn from linear algebra, harmonic analysis, probability theory, and convex analysis. The main topics are the singular-value decomposition (SVD), the Fourier series, randomized projections, the randomized SVD, convex optimization, duality theory and nonconvex optimization. The material is motivated by multiple data-analysis applications including dimensionality reduction, collaborative filtering, sound and image processing, magnetic-resonance imaging, sparse regression, compressed sensing, and topic modeling.",NYU,"New York City, New York",analysis,3,Other,2,Topics
551,CSCI-GA 2945,Convex and Nonsmooth Optimization,"Topics in convex optimization that will be covered include duality, linear and semidefinite programming, CVX (""disciplined convex programming""), gradient and Newton methods, Nesterov's complexity bound, the alternating direction method of multipliers, the nuclear norm and matrix completion, the primal barrier method, primal-dual interior-point methods for linear and semidefinite programs. Topics in nonsmooth optimization that will be covered include subgradients and subdifferentials, Clarke regularity, and algorithms, including gradient sampling and BFGS, for nonsmooth, nonconvex optimization.",NYU,"New York City, New York","convex, optimization",4,Algorithms,0,Math
552,CS 521,Linear Programming/Optimization,"Linear programming problems, the simplex method, duality theory, sensitivity analysis, introduction to integer programming, the transportation problem, network flows, and other applications.",Rutgers,"New Brunswick, New Jersey",programming/optimization,14,,,
553,CME 307,Optimization,"Applications, theories, and algorithms for finite-dimensional linear and nonlinear optimization problems with continuous variables. Elements of convex analysis, first- and second-order optimality conditions, sensitivity and duality. Algorithms for unconstrained optimization, and linearly and nonlinearly constrained problems. Modern applications in communication, game theory, auction, and economics.",Stanford,"Stanford, California ",optimization,4,Algorithms,0,Math
554,CME 323,Distributed Algorithms and Optimization,"The emergence of clusters of commodity machines with parallel processing units has brought with it a slew of new algorithms and tools. Many fields such as Machine Learning and Optimization have adapted their algorithms to handle such clusters. Topics include distributed and parallel algorithms for: Optimization, Numerical Linear Algebra, Machine Learning, Graph analysis, Streaming algorithms, and other problems that are challenging to scale on a commodity cluster. The class will focus on analyzing parallel and distributed programs, with some implementation using Apache Spark and TensorFlow.",Stanford,"Stanford, California ","algorithm, optimization",4,Algorithms,0,Math
555,MA 630,Advanced Optimization Methods,"The objective of this course is to introduce the students to the most popular numerical methods for solving nonlinear and non-smooth optimization problems. The techniques will be based on the properties of nonlinear non-smooth optimization models and optimality conditions. Linear optimization techniques will be treated as a special case. Some emphasis will be put on using optimization software. Examples using AMPL and CPLEX will be demonstrated in class. Topics include line search, non-derivative methods, basic decent methods, conjugate gradient methods, subgradient methods, Newton methods, projection methods, penalty, barrier, interior point methods, Lagrangian methods, bundle methods, trust-region method, numerical treatment of non-convex models, and decomposition methods.",Stevens IT,"Hoboken, New Jersey",optimization,4,Algorithms,0,Math
556,EE 109,Convex Optimization,"Convex optimization theory and algorithms. Convex sets, convex functions and convex optimization problems; duality theory and optimality conditions; algorithms for solving convex problems including descent, gradient descent, Newton and interior point methods. Examples of application taken from communications, signal processing and other fields. Project.",Tufts,"Medford, Massachusetts","convex, optimization",4,Algorithms,0,Math
557,ECE 273,Convex Optimization and Applications,"This course covers some convex optimization theory and algorithms. It will mainly focus on recognizing and formulating convex problems, duality, and applications in a variety of fields (system design, pattern recognition, combinatorial optimization, financial engineering, etc.).",UCSD,"San Diego, California","convex, optimization",4,Algorithms,0,Math
558,MATH612,Solving Linear Equations and Optimization,"LU and QR factorizations, singular value and eigenvalue decompositions, matrix conditioning, solution of linear systems and linear least-squares problems, iterative methods in linear algebra, descent and quasi-Newton methods of optimization, globalizing convergence, constrained optimization, applications.",University of Delaware,"Newark, Delaware",optimization,4,Algorithms,0,Math
559,EE 5239,Introduction to Nonlinear Optimization,"Nonlinear optimization. Analytical/computational methods. Constrained optimization methods. Convex analysis, Lagrangian relaxation, non-differentiable optimization, applications in integer programming. Optimality conditions, Lagrange multiplier theory, duality theory. Control, communications, management science applications.",University of Minnesota--Twin Cities,"Minneapolis, Minnesota ","introduction, optimization",4,Algorithms,0,Math
560,EE 8231,Optimization Theory,"Introduction to optimization in engineering; approximation theory. Least squares estimation, optimal control theory, and computational approaches.",University of Minnesota--Twin Cities,"Minneapolis, Minnesota ","optimization, theory",1,Software,7,Computer Science
